planet_name,host_star_id,mission,disposition,orbital_period_days,transit_epoch_bjd,transit_duration_hours,transit_depth_ppm,planet_radius_re,planet_mass_me,equilibrium_temp_k,insolation_flux,eccentricity,inclination_deg,impact_parameter,stellar_teff_k,stellar_radius_rsun,stellar_radius_normal,stellar_mass_msun,mass_rad_ratio,stellar_metallicity,stellar_logg,acc_grav_stellar_surface,ra,dec,tic_id
6511.01,303030789,TESS,CANDIDATE,21.5962209,2460001.826,4.511,9216,9.42089,,689,37.4782,,,,6012,1.09,,,,,4.41,257.0395783,155.164204,-69.488366,303030789
6512.01,72542944,TESS,CANDIDATE,2.5011016,2460038.289,1.366,4644,15.7428,,1220,368.009,,,,6421,2.25,,,,,3.84,69.18309709,151.587915,-39.092019,72542944
6513.01,29780740,TESS,CANDIDATE,2.4214702,2460037.852,1.395,20899,9.94252,,670,33.5202,,,,3642,0.64,,,,,4.62,416.8693835,64.961341,-69.854207,29780740
6514.01,439618305,TESS,CANDIDATE,4.0236761,2460034.691,5.03,6216,16.953,,2733,9268.26,,,,9833,2.14,,,,,4.18,151.3561248,143.52393,-54.905421,439618305
6515.01,101961987,TESS,CANDIDATE,3.8149372,2460034.629,4.366,6444,13.2182,,1552,963.383,,,,5709,1.89,,,,,3.89,77.62471166,153.714224,-43.515162,101961987
6516.01,446524637,TESS,CANDIDATE,18.8392786,2460018.647,4.036,6440,10.5098,,727,46.6035,,,,5972,1.42,,,,,4.18,151.3561248,155.886327,-52.953355,446524637
6517.01,5709314,TESS,CANDIDATE,2.6185048,2460038.99,1.096,3523,6.08823,,1091,235.909,,,,6478,1.04,,,,,4.53,338.8441561,143.595647,-41.525772,5709314
6518.01,139314045,TESS,CANDIDATE,2.1978944,2460035.739,1.619,3203,15.7016,,1151,292.313,,,,5147,2.61,,,,,,0.01,151.834712,-53.343307,139314045
6519.01,188128470,TESS,CANDIDATE,10.397262,2460026.546,9.97,3143,13.8002,,1222,371.029,,,,4953.5,2.47,,,,,,0.01,162.168812,-24.719427,188128470
652.01,22221375,TESS,CP,3.9846589,2460013.592,2.146,445,2.12827,,1405,647.901,,,,5903,1.03,,,,,4.44653,279.5953859,149.123515,-24.099186,22221375
6520.01,382688257,TESS,CANDIDATE,7.6016156,2460029.645,2.116,2969,19.3547,,719,44.5994,,,,5200,3.38,,,,,,0.01,137.2905,-51.073956,382688257
6521.01,382187347,TESS,CANDIDATE,3.581253,2460033.082,1.874,41493,12.2522,,661,31.7588,,,,3873,0.58,,,,,4.66,457.0881896,81.237585,-57.035477,382187347
6522.01,71674064,TESS,CANDIDATE,4.7383479,2460034.345,1.935,1843,4.7507,,1285,453.403,,,,5109,0.89,,,,,4.48,301.995172,156.403066,-32.592827,71674064
6523.01,167720788,TESS,CANDIDATE,7.809463,2460033.569,4.133,11239,14.0451,,1065,214.334,,,,5816,1.33,,,,,4.32,208.9296131,103.402787,-64.437403,167720788
6524.01,356921678,TESS,CANDIDATE,0.8515408,2460039.992,0.648,51018,16.072,,689,37.4851,,,,3254,0.54,,,,,4.7,501.1872336,135.557036,-62.647058,356921678
6525.01,147193084,TESS,CANDIDATE,731.3548427,2460018.453,3.429,19143,15.334,,102,0.0186537,,,,5794,1.12,,,,,4.36,229.0867653,162.271012,-45.085546,147193084
6526.01,57694405,TESS,CANDIDATE,14.7478214,2460026.902,2.355,6095,7.68311,,559,16.3125,,,,5167,0.96,,,,,4.41,257.0395783,174.125644,-31.535144,57694405
6527.01,437774844,TESS,CANDIDATE,5.389491,2460037.607,2,49190,14.3807,,505,10.8749,,,,3493,0.67,,,,,4.6,398.1071706,141.611472,-59.673478,437774844
6528.01,363417404,TESS,CANDIDATE,1484.193429,2458551.974,3.05,13469,8.94439,,61,0.002443,,,,5602,0.8,,,,,4.63,426.5795188,164.296604,-27.523698,363417404
6529.01,54238138,TESS,CANDIDATE,7.4476397,2460035.361,2.266,1021,2.1911,,664,32.4591,,,,4526,0.73,,,,,4.56,363.0780548,160.949007,-33.155027,54238138
653.01,33153766,TESS,FALSE POSITIVE,0.68831,2458544.604,1.365,3983.64,21.715,,3364,21261.5,,,,6054,3.13,,,,,3.47323,29.73240227,144.77363,-45.426185,33153766
6530.01,49066806,TESS,CANDIDATE,5.332805,2460031.36,2.142,1795,2.92256,,764,56.7571,,,,4189,0.7,,,,,4.57,371.5352291,164.676291,-35.341072,49066806
6531.01,297853363,TESS,CANDIDATE,4.416076,2460037.429,4.677,7620,16.839,,1341,537.53,,,,5186,2.32,,,,,,0.01,142.493224,-50.725186,297853363
6532.01,72542131,TESS,CANDIDATE,5.4736892,2460037.03,2.699,14590,18.8155,,1069,217.531,,,,6229.4,1.5,,,,,4.17,147.9108388,151.681083,-39.710775,72542131
6533.01,464544047,TESS,CANDIDATE,2.8656356,2460036.616,3.523,5530,11.1837,,2478,6267.38,,,,8849,1.56,,,,,4.4,251.1886432,156.617346,-56.545537,464544047
6534.01,459604398,TESS,CANDIDATE,3.4542618,2460035.27,3.93,5344,,,,,,,,,,,,,,,0.01,163.090977,-56.263899,459604398
6535.01,46104747,TESS,CANDIDATE,20.8359197,2460020.203,3.321,2451,7.56184,,704,40.967,,,,6838,1.71,,,,,4.14,138.0384265,132.023404,-58.758544,46104747
6536.01,280647591,TESS,CANDIDATE,4.2380294,2460031.461,3.699,4699,6.48085,,1430,695.384,,,,6030,0.99,,,,,4.5,316.227766,144.357907,-48.275231,280647591
6537.01,80384677,TESS,CANDIDATE,3.6477926,2460033.391,2.667,1747,3.9626,,1110,252.255,,,,5005.4,0.98,,,,,,0.01,165.14022,-49.077328,80384677
6538.01,306248357,TESS,CANDIDATE,5.7180689,2460037.151,5.215,2864,9.5585,,1508,860.489,,,,6219,1.83,,,,,3.99,97.7237221,166.557921,-54.573252,306248357
6539.01,310497279,TESS,CANDIDATE,2.3645949,2460036.316,2.442,5263,14.3865,,2067,3031.27,,,,7743,2.02,,,,,4.09,123.0268771,152.680945,-48.27263,310497279
654.01,35009898,TESS,CP,1.5275639,2458543.434,1.3727055,2892.422794,2.6103318,,707.9554489,59.3669472,,,,3433,0.427953,,,,,4.89676,788.4242978,164.724551,-5.547545,35009898
6540.01,142171554,TESS,CANDIDATE,4.5127799,2460035.45,3.11,7453,10.6956,,1174,316.305,,,,5643,1.25,,,,,4.25,177.827941,179.97778,-30.221599,142171554
6541.01,457337619,TESS,CANDIDATE,5.8991458,2460065.151,4.815,275,1.10037,,1282,449.719,,,,5419.4,0.76,,,,,4.65,446.6835922,157.243507,-58.794138,457337619
6542.01,255851356,TESS,FALSE POSITIVE,2.4018591,2460065.683,3.471,655,10.1612,,3531,25813.2,,,,6071,1.86,,,,,3.95,89.12509381,198.58223,-59.692251,255851356
6543.01,390151888,TESS,CANDIDATE,15.5523703,2460067.847,5.554,723,3.54892,,1509,861.828,,,,5759,1.18,,,,,4.31,204.1737945,183.61147,-58.058789,390151888
6544.01,161738745,TESS,CANDIDATE,3.6249482,2460067.409,2.294,748,5.1321,,1189,332.475,,,,4935.7,1.94,,,,,,0.01,190.158097,-48.140748,161738745
6545.01,72504017,TESS,CANDIDATE,5.6177467,2460067.553,2.307,670,5.60938,,1089,233.759,,,,6315,2.48,,,,,3.74,54.95408739,187.651542,-43.953561,72504017
6546.01,9385460,TESS,KP,3.3779614,2460044.202,4.2709189,7198.747113,14.3326751,,1617.926111,1619.405974,,,,6113,1.6616499,,,,,4.05769,114.2062838,191.702821,-24.42739,9385460
6547.01,915110182,TESS,KP,1.4328255,2460042.541,2.0718518,51089.43486,18.2238418,,1222.822646,528.4147032,,,,4588,0.817544,,,,,4.47637,299.4815002,163.101036,-61.446859,915110182
6548.01,302212110,TESS,CANDIDATE,8.5473,2460047.264,3.5451032,2857.191238,10.3970349,,1331.542626,742.9187125,,,,6619,1.89911,,,,,4.02,104.7128548,132.767883,-69.344177,302212110
6549.01,290777444,TESS,CANDIDATE,6.1079575,2460042.872,5.1261164,14668.32207,19.1369245,,1222.240313,527.4088544,,,,5681,1.56062,,,,,4.0558,113.710351,84.858988,-52.933311,290777444
655.01,35516889,TESS,KP,0.7888389,2459304.063,1.6416539,22614.89589,16.4131054,,1913.896411,3170.988844,,,,5568,1.0280499,,,,,4.39267,246.9846711,148.416767,-45.659108,35516889
6550.01,133850380,TESS,CANDIDATE,6.9153868,2460002.897,6.156,5765,15.9616,,1965,2475.48,,,,6649.3,2.05,,,,,4.37,234.4228815,121.454664,-41.135631,133850380
6551.01,166527623,TESS,KP,6.9593972,2460044.635,4.8553269,4826.865604,9.3800527,,1096.06493,341.0877558,,,,5854,1.33729,,,,,4.438,274.1574172,207.526001,-40.835896,166527623
6552.01,220460087,TESS,CANDIDATE,3.2706204,2460017.528,4.0101943,7558.707011,13.5836554,,1550.789033,1366.884712,,,,5933,1.53146,,,,,4.31,204.1737945,74.756626,-56.715996,220460087
6553.01,324422520,TESS,CANDIDATE,3.6342494,2460090.512,3.683,380,4.36152,,1556,973.329,,,,5829,2.31,,,,,3.73,53.70317964,209.162375,-61.182993,324422520
6554.01,94483093,TESS,CANDIDATE,2.6141047,2460089.672,2.639,695,3.60255,,1475,787.265,,,,5650,1.46,,,,,4.11,128.8249552,241.922414,-33.249367,94483093
6555.01,259606227,TESS,CANDIDATE,10.1298877,2460090.426,4.796,634,3.76774,,1223,371.461,,,,6802,1.9,,,,,4.05,112.2018454,223.62771,-68.384542,259606227
6556.01,179739873,TESS,CANDIDATE,12.9623248,2460085.168,3.564,2427,5.94559,,804,69.6232,,,,5996,1.39,,,,,4.2,158.4893192,213.667189,-41.559703,179739873
6557.01,141074654,TESS,CANDIDATE,12.5383316,2460082.162,3.084,846,3.44886,,777,60.8025,,,,6018,1.23,,,,,4.3,199.5262315,228.503044,-45.012267,141074654
6558.01,420529106,TESS,CANDIDATE,9.5327064,2460090.326,2.55,1177,2.39108,,605,22.3356,,,,4504,0.72,,,,,4.58,380.1893963,216.133991,-52.831718,420529106
6559.01,313671132,TESS,CANDIDATE,733.3796728,2460071.108,4.101,2996,6.17234,,628,25.9335,,,,5878,1.22,,,,,4.29,194.98446,202.157881,-62.169938,313671132
656.01,36734222,TESS,KP,0.8134733,2458543.605,1.262964,25866.83474,13.1118363,,1302.836235,680.8952697,,,,4400,0.757649,,,,,4.64555,442.130016,154.908187,-9.806443,36734222
6560.01,47667,TESS,CANDIDATE,17.2051468,2460086.741,1.464,1975,8.17561,,575,18.2667,,,,6470.6,1.63,,,,,4.13,134.8962883,220.409244,-26.790781,47667
6561.01,3728481,TESS,CANDIDATE,3.1739329,2460089.817,1.192,1590,15.5264,,800,68.2123,,,,4999,3.95,,,,,,0.01,245.224446,-38.690224,3728481
6562.01,368713985,TESS,CANDIDATE,4.0947485,2460071.647,5.1910541,5981.489401,17.3607607,,1776.737668,2355.126509,,,,5983,2.1987801,,,,,4.27,186.2087137,220.299751,-32.363352,368713985
6563.01,210441429,TESS,CANDIDATE,2.4053036,2460069.195,3.3515613,11063.07915,19.9376761,,1763.148134,2283.895394,,,,5476,1.84636,,,,,3.88771,77.21648001,212.200442,-55.712303,210441429
6564.01,453668803,TESS,CANDIDATE,3.9854465,2460071.37,4.5181131,8800.614482,16.4220671,,1518.764555,1257.427092,,,,5904,1.71105,,,,,4,100,205.817879,-56.156449,453668803
6565.01,392914193,TESS,CANDIDATE,0.8778729,2460069.28,1.008516,1704.044488,6.173706,,2403.129075,7881.872282,,,,6210,1.46319,,,,,4.18301,152.4087847,218.729436,-34.057153,392914193
6566.01,121560868,TESS,CANDIDATE,7.5837846,2460070.366,2.0598226,3059.068943,10.7098887,,1363.796858,817.5602045,,,,6457,1.89487,,,,,4,100,225.706366,-40.167615,121560868
6567.01,366316586,TESS,CANDIDATE,4.9486116,2460070.336,1.3297363,6987.092161,10.6945832,,981.3368862,219.1762514,,,,5524,0.912363,,,,,4.5045,319.5214365,219.042483,-34.496057,366316586
6568.01,253126207,TESS,CANDIDATE,17.4368079,2460068.759,4.3786259,15418.72325,18.6840757,,901.0603895,155.7889305,,,,6332,1.47515,,,,,4.19731,157.5106777,194.684003,-58.476742,253126207
6569.01,22560356,TESS,CANDIDATE,5.9337178,2460059.263,1.089,36149,19.9345,,385,3.66917,,,,3322,0.53,,,,,4.71,512.861384,184.800928,-46.780305,22560356
657.01,48103627,TESS,CP,4.5696698,2459283.032,3.9536171,9861.079392,13.0582928,,1270.680778,616.12218,,,,6122,1.28306,,,,,4.283,191.8668741,147.4067,-33.218503,48103627
6570.01,73310180,TESS,CANDIDATE,10.9799801,2460052.705,3.39,4626,8.3173,,812,72.3255,,,,5754.2,1.34,,,,,4.2,158.4893192,190.438688,-45.743629,73310180
6571.01,243550555,TESS,CANDIDATE,11.5379235,2460062.226,3.661,1405,3.827,,859,90.3933,,,,5835,1.01,,,,,4.45,281.8382931,206.394609,-42.826302,243550555
6572.01,124617560,TESS,CANDIDATE,3.6462287,2460062.896,3.662,6153,14.2198,,1443,721.653,,,,5707,1.84,,,,,3.92,83.17637711,200.007062,-34.634937,124617560
6573.01,419503191,TESS,CANDIDATE,8.1618477,2460056.671,2.17,4647,11.849,,976,150.654,,,,7238,1.59,,,,,4.25,177.827941,191.300944,-55.318965,419503191
6574.01,464542805,TESS,CANDIDATE,13.0953097,2460045.509,1.925,3028,8.3339,,599,21.487,,,,6103,1.54,,,,,4.13,134.8962883,156.512015,-56.329798,464542805
6575.01,272251987,TESS,CANDIDATE,3.3047459,2460062.604,3.735,1724,4.70927,,1851,1949.35,,,,6636,1.3,,,,,4.35,223.8721139,187.583215,-59.413143,272251987
6576.01,304363215,TESS,CANDIDATE,19.3111424,2460045.172,3.92,18500,9.91342,,653,30.3232,,,,5850,0.92,,,,,4.54,346.7368505,164.927622,-58.659028,304363215
6577.01,144321743,TESS,CANDIDATE,729.9391752,2460047.808,1.515,10806,15.2287,,456,7.21802,,,,5136.9,0.77,,,,,4.61,407.3802778,189.630031,-41.47389,144321743
6578.01,144077896,TESS,CANDIDATE,2.7543175,2460061.045,1.471,1368,2.11364,,686,36.9545,,,,3573,0.54,,,,,4.7,501.1872336,188.132336,-37.073844,144077896
6579.01,308010949,TESS,CANDIDATE,3.4732477,2460066.774,2.541,6428,13.0505,,1540,935.315,,,,7081,1.63,,,,,4.21,162.1810097,167.212209,-54.315121,308010949
658.01,48476907,TESS,FALSE POSITIVE,4.7192734,2460030.273,1.301,1557,7.15211,,985,156.343,,,,6521,1.6,,,,,4.22041,166.1154397,150.152654,-34.681865,48476907
6580.01,170627138,TESS,CANDIDATE,10.9600975,2460061.736,6.171,4111,9.91407,,1067,215.895,,,,5586.7,2.04,,,,,3.82,66.0693448,185.624262,-32.33691,170627138
6581.01,94012094,TESS,CANDIDATE,4.9156665,2460058.281,2.561,2218,5.59825,,1044,197.609,,,,5656,1.2,,,,,4.28,190.5460718,176.397049,-50.56653,94012094
6582.01,438629686,TESS,CANDIDATE,19.6500878,2460030.55,2.277,2605,14.4539,,788,64.2887,,,,8968,2.85,,,,,3.88,75.8577575,201.899291,-46.386792,438629686
6583.01,377771417,TESS,CANDIDATE,7.447404,2460066.407,1.479,6142,13.1669,,894,106.276,,,,7936,1.7,,,,,4.26,181.9700859,154.698501,-62.793024,377771417
6584.01,374155286,TESS,CANDIDATE,3.6850751,2460065.199,1.859,4456,10.2036,,1066,214.472,,,,5860,1.57,,,,,4.07,117.4897555,149.911356,-62.975497,374155286
6585.01,162729620,TESS,FALSE POSITIVE,13.4364908,2460051.304,5.375,4735,9.8672,,1428,690.534,,,,6229,1.31,,,,,4.28,190.5460718,170.889648,-45.647015,162729620
6586.01,363259409,TESS,CANDIDATE,5.0953453,2460067.268,5.025,5956,12.0431,,1571,1011.51,,,,6269,2.34,,,,,3.79,61.65950019,147.396642,-63.494029,363259409
6587.01,131312528,TESS,CANDIDATE,17.0116833,2460039.044,3.129,9188,8.55494,,616,23.9943,,,,5668,0.91,,,,,4.53,338.8441561,191.679388,-35.418044,131312528
6588.01,289389326,TESS,CANDIDATE,1.7988855,2460064.512,1.415,38230,13.2509,,734,48.1876,,,,3458,0.62,,,,,4.63,426.5795188,202.23874,-56.782537,289389326
6589.01,91794828,TESS,CANDIDATE,3.0589547,2460066.991,3.696,12864,17.6594,,1855,1967.9,,,,6821,1.78,,,,,4.11,128.8249552,171.473891,-53.310061,91794828
659.01,48476908,TESS,CANDIDATE,4.7192771,2460030.273,1.594,2856,9.68968,,1327,515.984,,,,5990,1.42,,,,,4.00966,102.2492191,150.153861,-34.681446,48476908
6590.01,72123144,TESS,CANDIDATE,7.0911739,2460064.241,5.635,8187,14.5208,,1741,1526.19,,,,5924,1.37,,,,,4.2,158.4893192,186.345676,-44.04327,72123144
6591.01,463868678,TESS,CANDIDATE,5.7881587,2460061.435,6.879,1372,11.6578,,1629,1170.98,,,,5668,3.74,,,,,,0.01,154.896239,-57.071089,463868678
6592.01,398945279,TESS,CANDIDATE,9.5098954,2460059.616,1.448,6596,16.5009,,743,50.8044,,,,5478,1.14,,,,,4.31,204.1737945,190.637818,-34.090596,398945279
6593.01,241297273,TESS,CANDIDATE,8.4325164,2460056.002,1.731,8796,9.45527,,630,26.3135,,,,5300,0.98,,,,,4.41,257.0395783,203.604407,-49.291192,241297273
6594.01,49411575,TESS,CANDIDATE,2.67581,2460064.82,2.288,9116,15.7041,,1437,709.373,,,,6171,1.66,,,,,4.07,117.4897555,205.607979,-29.800642,49411575
6595.01,361344753,TESS,CANDIDATE,7.5138657,2460064.504,2.121,1104,3.23033,,711,42.4479,,,,5139,0.89,,,,,4.48,301.995172,143.94571,-60.083478,361344753
6596.01,306249066,TESS,CANDIDATE,26.1622122,2460059.059,3.631,6329,10.1227,,721,44.9857,,,,6139,1.14,,,,,4.39,245.4708916,166.728463,-54.738876,306249066
6597.01,131195882,TESS,CANDIDATE,0.9097915,2460065.944,1.044,3698,6.92737,,1599,1085.74,,,,5822,1.09,,,,,4.39,245.4708916,190.978266,-33.265959,131195882
6598.01,22452837,TESS,CANDIDATE,10.8089555,2460066.24,2.71,6392,11.7906,,871,95.8499,,,,6876,1.49,,,,,4.27,186.2087137,184.349287,-46.173632,22452837
6599.01,166145361,TESS,CANDIDATE,2.2059167,2460041.771,0.9395169,2594.738362,1.0369208,,449.4361398,9.6425737,,,,3087,0.202097,,,,,5.07767,1195.83153,205.923928,-40.041874,166145361
660.01,53189332,TESS,KP,9.2897006,2458544.651,5.3589155,6241.261906,11.4812614,,1085.255873,327.8306693,,,,6055,1.41549,,,,,4.22795,169.0246324,166.429628,-5.079485,53189332
6600.01,325647810,TESS,CANDIDATE,3.8030207,2460091.633,2.537,2103,4.18884,,1075,221.979,,,,5035,1.01,,,,,4.35,223.8721139,187.441996,-69.651839,325647810
6601.01,167573692,TESS,CANDIDATE,32.5444769,2460131.943,1.661,101822,11.9952,,167,0.130568,,,,3230,0.38,,,,,4.84,691.8309709,101.568127,-62.347402,167573692
6602.01,392027961,TESS,CANDIDATE,1.5840089,2460094.284,1.134,1137,5.90757,,1156,296.761,,,,5188,1.72,,,,,3.91,81.28305162,174.171991,-71.183844,392027961
6603.01,90048949,TESS,CANDIDATE,5.015806,2460090.855,5.154,4470,14.6529,,1955,2429.4,,,,7155,2.37,,,,,3.89,77.62471166,204.212654,-55.270452,90048949
6604.01,56884,TESS,CANDIDATE,3.917482,2460088.669,2.619,8397,13.4773,,1324,511.088,,,,6466,1.54,,,,,4.18,151.3561248,220.652699,-25.55393,56884
6605.01,263207857,TESS,CANDIDATE,12.2981251,2460087.154,3.98,14968,9.70951,,871,95.5652,,,,5614,0.87,,,,,4.55,354.8133892,230.389105,-66.264426,263207857
6606.01,242532142,TESS,CANDIDATE,2.5354002,2460092.592,1.744,11001,15.299,,1336,529.415,,,,5526,1.34,,,,,4.17,147.9108388,215.116596,-44.354316,242532142
6607.01,400968492,TESS,CANDIDATE,11.1860909,2460080.819,5.989,4416,10.3662,,1208,353.841,,,,6520,1.69,,,,,4.11,128.8249552,167.584824,-69.344992,400968492
6608.01,366315051,TESS,CANDIDATE,7.3144752,2460093.589,1.481,19146,13.336,,571,17.6496,,,,5137,0.99,,,,,4.39,245.4708916,218.944637,-32.719293,366315051
6609.01,291668351,TESS,CANDIDATE,12.9414603,2460083.772,3.75,13164,10.6791,,771,58.6863,,,,5832,1.01,,,,,4.45,281.8382931,217.985495,-54.400652,291668351
661.01,53735810,TESS,KP,4.0860495,2458544.17,4.5420607,7083.709119,13.0323437,,1569.696229,1434.773879,,,,6580,1.47741,,,,,4.0663,116.4930457,158.22503,-34.989907,53735810
6610.01,289076007,TESS,CANDIDATE,3.1651539,2460089.142,3.416,8746,14.2867,,1647,1222.01,,,,6396,1.57,,,,,4.15,141.2537545,224.571478,-49.275979,289076007
6611.01,403368444,TESS,CANDIDATE,6.5568726,2460111.964,2.755,8511,12.6672,,991,160.545,,,,6139,1.36,,,,,4.23,169.8243652,229.883712,-73.522601,403368444
6612.01,76706043,TESS,CANDIDATE,2.3207203,2460092.287,1.797,12787,14.0426,,950,135.481,,,,4390,1.2,,,,,4.12,131.8256739,229.294897,-33.969293,76706043
6613.01,426904354,TESS,CANDIDATE,2.5001306,2460121.932,1.61,16650,17.7461,,1361,570.926,,,,6158,1.42,,,,,4.2,158.4893192,237.006147,-66.810824,426904354
6614.01,149179763,TESS,CANDIDATE,25.0709977,2460150.585,2.379,12286,11.9941,,532,13.367,,,,5624,0.94,,,,,4.49,309.0295433,81.700204,-65.289713,149179763
6615.01,145804834,TESS,CANDIDATE,3.5911377,2460090.249,1.623,13850,11.6235,,1027,184.928,,,,6094,0.99,,,,,4.5,316.227766,230.134223,-45.54122,145804834
6616.01,349503728,TESS,CANDIDATE,1.1235117,2460123.872,1.039,48991,12.5587,,796,66.6916,,,,3505,0.58,,,,,4.67,467.7351413,220.664082,-79.454095,349503728
6617.01,439381274,TESS,CANDIDATE,4.315664,2460093.415,6.135,3530,8.30372,,2032,2834.56,,,,6707,1.56,,,,,4.2,158.4893192,195.799598,-64.822103,439381274
6618.01,350432166,TESS,CANDIDATE,35.7890963,2459997.46,8.6915413,2255.790052,9.2051754,,796.2998086,95.0227177,,,,6218.9,1.90288,,,,,3.96,91.20108394,84.885928,-59.005736,350432166
6619.01,399195246,TESS,CANDIDATE,1.6930171,2460092.28,2.759,10940,16.2172,,1882,2086.88,,,,6010,1.64,,,,,4.05,112.2018454,163.506946,-70.892253,399195246
662.01,54085154,TESS,FALSE POSITIVE,1.0014437,2460037.452,1.28,416,4.71785,,3627,28733.4,,,,6380,1.18,,,,,4.438,274.1574172,160.180141,-31.927233,54085154
6620.01,241592217,TESS,CANDIDATE,3.8647617,2460094.093,4.038,7591,13.7097,,1660,1263.12,,,,6119,1.83,,,,,3.98,95.4992586,207.195682,-53.575927,241592217
6621.01,374908396,TESS,CANDIDATE,4.2807848,2460118.609,2.073,2031,2.8386,,778,60.9199,,,,4354,0.69,,,,,4.59,389.045145,88.963569,-65.507496,374908396
6622.01,260539542,TESS,CANDIDATE,37.8575614,2460075.149,7.424,5180,7.35774,,664,32.4592,,,,5980,1.17,,,,,4.34,218.7761624,96.949049,-54.279518,260539542
6623.01,207937389,TESS,CANDIDATE,3.1791661,2460094.306,2.844,16245,12.9563,,1636,1190.1,,,,6452,1.16,,,,,4.43,269.1534804,207.421621,-57.150013,207937389
6624.01,443199889,TESS,CANDIDATE,10.3031578,2460087.46,3.44,3072,11.0446,,946,132.955,,,,6387,2.01,,,,,3.94,87.096359,198.888298,-61.443076,443199889
6625.01,258409964,TESS,CANDIDATE,5.4863844,2460088.145,4.339,8862,14.247,,1442,719.754,,,,6498,1.61,,,,,4.15,141.2537545,221.805701,-68.521148,258409964
6626.01,148691985,TESS,CANDIDATE,1.2864856,2460092.41,1.328,104433,14.0003,,728,46.706,,,,3172,0.45,,,,,4.79,616.5950019,231.025033,-39.909393,148691985
6627.01,411463659,TESS,CANDIDATE,4.8934688,2460092.036,3.157,9659,15.84,,1557,975.759,,,,6332,1.56,,,,,4.15,141.2537545,179.587735,-68.716999,411463659
6628.01,75650448,TESS,CP,18.184189,2460093.83,3.696,9343,9.90639,,589,20.0861,,,,5265,1.09,,,,,4.32,208.9296131,225.83705,-35.230579,75650448
6629.01,160442729,TESS,CANDIDATE,4.3664669,2460086.318,2.004,26747,9.52505,,592,20.3906,,,,3598,0.59,,,,,4.66,457.0881896,223.135822,-38.861661,160442729
663.01,54962195,TESS,CP,2.5989031,2458544.388,1.6635706,1953.261547,2.4312854,,672.9286739,48.4615319,,,,3719,0.512361,,,,,4.76941,588.0442395,160.065852,-8.511083,54962195
663.02,54962195,TESS,CP,4.6955986,2458543.405,2.1638721,1969.101717,2.6626375,,552.5039779,22.0222982,,,,3719,0.512361,,,,,4.76941,588.0442395,160.065852,-8.511083,54962195
663.03,54962195,TESS,CP,7.1024749,2458547.139,2.7542652,1317.715762,1.9895244,,481.3147406,12.6834573,,,,3719,0.512361,,,,,4.76941,588.0442395,160.065852,-8.511083,54962195
6630.01,312612366,TESS,CANDIDATE,7.7103227,2460082.169,4.406,6083,8.52513,,1253,410.215,,,,6617,1.2,,,,,4.42,263.0267992,210.847138,-51.927424,312612366
6631.01,457446242,TESS,CANDIDATE,3.4714821,2460094.27,3.245,9502,13.2477,,1585,1049.57,,,,6604,1.41,,,,,4.28,190.5460718,206.35273,-57.331284,457446242
6632.01,292349703,TESS,CANDIDATE,5.8778295,2460085.935,3.392,1326,11.2784,,1174,316.166,,,,5965,3.34,,,,,3.43,26.91534804,221.42572,-65.8513,292349703
6633.01,38584799,TESS,CANDIDATE,6.5479496,2460149.074,2.331,988,2.28629,,878,98.978,,,,4853.5,0.73,,,,,4.61,407.3802778,63.937745,-62.725017,38584799
6634.01,400491269,TESS,CANDIDATE,23.136755,2460073.545,7.179,2514,9.05398,,1102,245.088,,,,7723,2.04,,,,,4.08,120.2264435,166.596115,-66.703343,400491269
6635.01,330424797,TESS,CANDIDATE,8.6243051,2460091.42,5.584,9216,16.2074,,2076,3083.68,,,,7944,1.47,,,,,4.39,245.4708916,211.969321,-60.620203,330424797
6636.01,209054294,TESS,CANDIDATE,3.5171227,2460092.869,2.327,4327,14.6605,,1343,541.267,,,,6386,2.16,,,,,3.88,75.8577575,209.796777,-54.762928,209054294
6637.01,256124756,TESS,CANDIDATE,2.231293,2460094.009,1.796,16216,15.38,,1391,621.755,,,,6356,1.19,,,,,4.38,239.8832919,199.577115,-59.758683,256124756
6638.01,460316238,TESS,CANDIDATE,4.140097,2460092.279,2.896,40878,16.9028,,1056,206.767,,,,5359,0.82,,,,,4.57,371.5352291,222.562817,-49.596217,460316238
6639.01,446918603,TESS,CANDIDATE,8.0136668,2460117.137,4.056,7657,11.825,,1036,191.471,,,,5831,1.4,,,,,4.17,147.9108388,232.605222,-67.938798,446918603
664.01,55092869,TESS,KP,4.7359232,2459988.884,7.0819612,2338.874556,13.5752589,,1186.425806,468.2559879,,,,5370,2.7871499,,,,,3.72765,53.4133725,161.706905,-9.399365,55092869
6640.01,167654347,TESS,CANDIDATE,16.9356875,2460128.655,3.256,2618,3.59731,,633,26.8131,,,,4758,0.71,,,,,4.62,416.8693835,102.540676,-63.465599,167654347
6641.01,241525834,TESS,CANDIDATE,1.9647786,2460092.674,1.586,60692,15.9566,,696,39.1755,,,,3314,0.64,,,,,4.62,416.8693835,206.54904,-53.357187,241525834
6642.01,23111,TESS,CANDIDATE,3.3421583,2460093.397,1.284,14573,16.3017,,944,132.245,,,,6022,1.46,,,,,4.15,141.2537545,219.53997,-27.418351,23111
6643.01,332887363,TESS,CANDIDATE,4.8332515,2460088.116,4.323,5964,14.6312,,1528,907.188,,,,6431,2.11,,,,,3.9,79.43282347,216.321837,-51.818041,332887363
